Site,year,Experiment,plotID,treatment,Replicate,block,Row,Column,Accession,Code_ID,Variety_ID,plant.height,tassel.height,ear.height,anthesis,silking,anthesis.silking.interval,grain.number,grain.yield,grain.weight
Gaillac,2012,Gai12W,G72-02-1-29,watered,1,23,6,16,B104_H,3029,B104,260,330,125,68.1234868243,70.3468421086,-2.2233552843,4090.2400362319,11.79375,288.3388235294
Gaillac,2012,Gai12W,G72-02-2-29,watered,2,17,14,5,B104_H,3029,B104,240,290,120,68.1234868243,70.3468421086,-2.2233552843,3991.1234764176,10.0121323529,250.86
Gaillac,2012,Gai12R,G72-01-1-30,rainfed,1,24,6,26,B89_H,3030,B89,140,200,105,64.7849117529,83.19971632,-18.4148045671,849.0296803653,2.0154166667,237.3788235294
Gaillac,2012,Gai12R,G72-01-2-30,rainfed,2,1,10,7,B89_H,3030,B89,145,220,105,68.1234868243,80.2021890789,-12.0787022545,1008.4925690021,2.5594117647,253.7858823529
Gaillac,2012,Gai12R,G72-01-3-30,rainfed,3,14,22,14,B89_H,3030,B89,160,185,85,64.7849117529,83.19971632,-18.4148045671,1416.7954662545,3.6019607843,254.2329411765
Gaillac,2012,Gai12W,G72-02-1-30,watered,1,27,7,20,B89_H,3030,B89,230,315,110,64.7849117529,65.9788172736,-1.1939055206,4213.8619201726,10.9681372549,260.2870588235
Gaillac,2012,Gai12W,G72-02-2-30,watered,2,15,13,19,B89_H,3030,B89,240,305,110,62.0608834049,64.7849117529,-2.724028348,4407.7134986226,11.168627451,253.3882352941
Gaillac,2012,Gai12R,G72-01-1-31,rainfed,1,5,2,2,NC290_H,3031,NC290,175,225,105,69.1907382303,84.6081786292,-15.417440399,575.6148613291,1.4321568627,248.8047058824
Gaillac,2012,Gai12R,G72-01-2-31,rainfed,2,35,18,17,NC290_H,3031,NC290,165,225,80,64.7849117529,84.6081786292,-19.8232668763,346.6771323914,0.9106127451,262.6688235294
Gaillac,2012,Gai12R,G72-01-3-31,rainfed,3,23,24,19,NC290_H,3031,NC290,170,215,70,67.0282656168,80.2021890789,-13.173923462,377.7312877731,1.0323529412,273.3035294118
Gaillac,2012,Gai12W,G72-02-1-31,watered,1,13,4,7,NC290_H,3031,NC290,260,315,110,65.9788172736,69.1907382303,-3.2119209567,4110.9253065775,9.8767156863,240.2552941176
Gaillac,2012,Gai12W,G72-02-2-31,watered,2,22,15,11,NC290_H,3031,NC290,270,325,120,65.9788172736,71.7553055814,-5.7764883079,3127.6172529313,9.6361519608,308.0988235294
Gaillac,2012,Gai12R,G72-01-1-32,rainfed,1,36,9,24,UH_P089_H,3032,UH_P089,145,190,105,63.3048330487,78.9055366062,-15.6007035575,1893.9393939394,4.5075980392,238.0011764706
Gaillac,2012,Gai12R,G72-01-2-32,rainfed,2,32,17,27,UH_P089_H,3032,UH_P089,160,215,105,63.3048330487,81.6621384111,-18.3573053625,2494.8559670782,5.0711029412,203.2623529412
Gaillac,2012,Gai12R,G72-01-3-32,rainfed,3,2,19,10,UH_P089_H,3032,UH_P089,150,200,75,63.3048330487,67.0282656168,-3.7234325682,1445.9978070175,3.4959803922,241.7694117647
Gaillac,2012,Gai12W,G72-02-1-32,watered,1,1,1,2,UH_P089_H,3032,UH_P089,230,280,95,65.9788172736,67.0282656168,-1.0494483433,3837.7192982456,11.4908088235,299.4176470588
Gaillac,2012,Gai12W,G72-02-2-32,watered,2,8,11,26,UH_P089_H,3032,UH_P089,235,280,110,64.7849117529,68.1234868243,-3.3385750714,4297.0840021402,10.9602941176,255.0635294118
Gaillac,2012,Gai12R,G72-01-1-33,rainfed,1,29,8,5,EC232_H,3033,EC232,150,185,105,63.3048330487,78.9055366062,-15.6007035575,1372.8323699422,2.9422058824,214.3164705882
Gaillac,2012,Gai12R,G72-01-2-33,rainfed,2,27,16,20,EC232_H,3033,EC232,175,190,105,68.1234868243,80.2021890789,-12.0787022545,1580.710955711,3.738995098,236.5388235294
Gaillac,2012,Gai12R,G72-01-3-33,rainfed,3,9,21,6,EC232_H,3033,EC232,170,200,100,67.0282656168,68.1234868243,-1.0952212075,1478.4946236559,3.3533823529,226.8105882353
Gaillac,2012,Gai12W,G72-02-1-33,watered,1,25,7,7,EC232_H,3033,EC232,260,290,125,63.3048330487,64.7849117529,-1.4800787043,3263.0522088353,10.2088235294,312.8611764706
Gaillac,2012,Gai12W,G72-02-2-33,watered,2,35,18,17,EC232_H,3033,EC232,240,285,125,64.7849117529,64.7849117529,0,3911.9359534207,11.2558823529,287.7317647059
Gaillac,2012,Gai12R,G72-01-1-34,rainfed,1,14,4,9,LAN496_H,3034,LAN496,165,180,105,70.3468421086,81.6621384111,-11.3152963025,974.2951907131,2.4605882353,252.5505882353
Gaillac,2012,Gai12R,G72-01-2-34,rainfed,2,16,13,23,LAN496_H,3034,LAN496,160,220,105,71.7553055814,80.2021890789,-8.4468834974,901.7412935323,2.0499019608,227.3270588235
Gaillac,2012,Gai12R,G72-01-3-34,rainfed,3,15,22,18,LAN496_H,3034,LAN496,145,205,100,70.3468421086,81.6621384111,-11.3152963025,385.3564547206,0.8023529412,208.2105882353
Gaillac,2012,Gai12W,G72-02-1-34,watered,1,14,4,13,LAN496_H,3034,LAN496,250,290,NA,65.9788172736,69.1907382303,-3.2119209567,5046.4655697745,11.7398897059,232.6358823529
Gaillac,2012,Gai12W,G72-02-2-34,watered,2,30,17,9,LAN496_H,3034,LAN496,225,265,115,65.9788172736,70.3468421086,-4.3680248351,3991.1234764176,10.5142156863,263.44
Gaillac,2012,Gai12R,G72-01-1-35,rainfed,1,23,6,20,EP2008-18_H,3035,EP2008-18,165,225,105,64.7849117529,83.19971632,-18.4148045671,943.6701509872,2.0710784314,219.4705882353
Gaillac,2012,Gai12R,G72-01-2-35,rainfed,2,28,16,24,EP2008-18_H,3035,EP2008-18,185,240,105,63.3048330487,68.1234868243,-4.8186537757,925.1644736842,2.2400735294,242.1270588235
Gaillac,2012,Gai12R,G72-01-3-35,rainfed,3,17,23,5,EP2008-18_H,3035,EP2008-18,180,235,90,63.3048330487,81.6621384111,-18.3573053625,607.8055022393,1.2145098039,199.8188235294
Gaillac,2012,Gai12W,G72-02-1-35,watered,1,32,8,23,EP2008-18_H,3035,EP2008-18,245,305,110,64.7849117529,69.1907382303,-4.4058264773,4115.9224176816,11.5762254902,281.2547058824
Gaillac,2012,Gai12W,G72-02-2-35,watered,2,19,14,18,EP2008-18_H,3035,EP2008-18,240,295,110,65.9788172736,64.7849117529,1.1939055206,4160.592808552,10.9297794118,262.6976470588
Gaillac,2012,Gai12R,G72-01-1-36,rainfed,1,2,1,14,F7081_H,3036,F7081,160,185,105,73.2949949091,80.2021890789,-6.9071941698,1794.6577629382,4.5086764706,251.2276470588
Gaillac,2012,Gai12R,G72-01-2-36,rainfed,2,33,18,4,F7081_H,3036,F7081,165,210,100,69.1907382303,81.6621384111,-12.4714001809,1381.2576312576,3.0077941176,217.7576470588
Gaillac,2012,Gai12R,G72-01-3-36,rainfed,3,13,22,7,F7081_H,3036,F7081,170,205,95,64.7849117529,80.2021890789,-15.4172773259,1158.7771203156,2.3396323529,201.9052941176
Gaillac,2012,Gai12W,G72-02-1-36,watered,1,31,8,17,F7081_H,3036,F7081,240,315,135,67.0282656168,68.1234868243,-1.0952212075,4998.0590062112,13.0832720588,261.7670588235
Gaillac,2012,Gai12W,G72-02-2-36,watered,2,10,12,12,F7081_H,3036,F7081,260,300,140,65.9788172736,64.7849117529,1.1939055206,4661.6861030126,12.9985906863,278.8388235294
Gaillac,2012,Gai12R,G72-01-1-37,rainfed,1,9,3,4,HMV5422_H,3037,HMV5422,170,225,105,70.3468421086,80.2021890789,-9.8553469702,2173.9130434783,4.8988235294,225.3458823529
Gaillac,2012,Gai12R,G72-01-2-37,rainfed,2,2,10,10,HMV5422_H,3037,HMV5422,170,220,105,62.0608834049,64.7849117529,-2.724028348,1336.08815427,3.2999019608,246.9823529412
Gaillac,2012,Gai12R,G72-01-3-37,rainfed,3,22,24,8,HMV5422_H,3037,HMV5422,170,230,100,67.0282656168,74.9190642556,-7.8907986387,1351.9134775374,3.3455882353,247.4705882353
Gaillac,2012,Gai12W,G72-02-1-37,watered,1,26,7,10,HMV5422_H,3037,HMV5422,270,335,120,65.9788172736,65.9788172736,0,NA,NA,NA
Gaillac,2012,Gai12W,G72-02-2-37,watered,2,1,10,1,HMV5422_H,3037,HMV5422,280,330,140,69.1907382303,68.1234868243,1.0672514059,5026.455026455,13.1696078431,262.0058823529
Gaillac,2012,Gai12R,G72-01-1-38,rainfed,1,15,4,19,Os426_H,3038,Os426,170,200,105,71.7553055814,83.19971632,-11.4444107386,986.5196078431,2.8017156863,284
Gaillac,2012,Gai12R,G72-01-2-38,rainfed,2,9,12,7,Os426_H,3038,Os426,140,190,105,71.7553055814,81.6621384111,-9.9068328297,989.2923649907,2.8416666667,287.2423529412
Gaillac,2012,Gai12R,G72-01-3-38,rainfed,3,21,24,1,Os426_H,3038,Os426,165,215,100,67.0282656168,84.6081786292,-17.5799130124,1906.8845963348,5.0502941176,264.8452941176
Gaillac,2012,Gai12W,G72-02-1-38,watered,1,11,3,17,Os426_H,3038,Os426,280,330,150,70.3468421086,70.3468421086,0,4466.5645737621,12.5931372549,281.9423529412
Gaillac,2012,Gai12W,G72-02-2-38,watered,2,25,16,5,Os426_H,3038,Os426,250,280,140,69.1907382303,70.3468421086,-1.1561038784,3612.2311827957,9.5511642157,264.4117647059
Gaillac,2012,Gai12R,G72-01-1-39,rainfed,1,17,5,6,PHG39_H,3039,PHG39,175,205,105,70.3468421086,84.6081786292,-14.2613365206,1012.3966942149,2.45,242
Gaillac,2012,Gai12R,G72-01-2-39,rainfed,2,15,13,17,PHG39_H,3039,PHG39,170,210,105,73.2949949091,83.19971632,-9.9047214109,NA,NA,NA
Gaillac,2012,Gai12R,G72-01-3-39,rainfed,3,6,20,12,PHG39_H,3039,PHG39,150,190,80,73.2949949091,80.2021890789,-6.9071941698,961.5384615385,2.2188235294,230.7576470588
Gaillac,2012,Gai12W,G72-02-1-39,watered,1,9,3,4,PHG39_H,3039,PHG39,250,300,110,62.0608834049,63.3048330487,-1.2439496437,4173.2386961094,10.8946078431,261.0588235294
Gaillac,2012,Gai12W,G72-02-2-39,watered,2,14,13,8,PHG39_H,3039,PHG39,260,300,115,69.1907382303,68.1234868243,1.0672514059,3911.4513981358,12.0783088235,308.7935294118
Gaillac,2012,Gai12R,G72-01-1-40,rainfed,1,13,4,6,F7001_H,3040,F7001,155,210,105,63.3048330487,78.9055366062,-15.6007035575,2284.2261904762,5.2671568627,230.5882352941
Gaillac,2012,Gai12R,G72-01-2-40,rainfed,2,17,14,4,F7001_H,3040,F7001,160,220,105,70.3468421086,74.9190642556,-4.5722221469,2017.5438596491,4.6270588235,229.3411764706
Gaillac,2012,Gai12R,G72-01-3-40,rainfed,3,20,23,25,F7001_H,3040,F7001,175,230,100,64.7849117529,67.0282656168,-2.2433538639,1405.7239057239,3.0821323529,219.2558823529
Gaillac,2012,Gai12W,G72-02-1-40,watered,1,3,1,15,F7001_H,3040,F7001,265,310,125,68.1234868243,69.1907382303,-1.0672514059,3709.4234496124,10.8238357843,291.7929411765
Gaillac,2012,Gai12W,G72-02-2-40,watered,2,32,17,24,F7001_H,3040,F7001,255,310,130,65.9788172736,65.9788172736,0,3554.8941798942,9.5511642157,268.6764705882
Gaillac,2012,Gai12R,G72-01-1-41,rainfed,1,3,1,17,LH74_H,3041,LH74,165,180,105,67.0282656168,81.6621384111,-14.6338727943,2042.6608821403,3.9660784314,194.1623529412
Gaillac,2012,Gai12R,G72-01-2-41,rainfed,2,13,13,5,LH74_H,3041,LH74,170,190,105,70.3468421086,78.9055366062,-8.5586944975,1676.245210728,3.5875,214.02
Gaillac,2012,Gai12R,G72-01-3-41,rainfed,3,34,27,11,LH74_H,3041,LH74,140,160,80,65.9788172736,65.9788172736,0,1173.7089201878,2.7215686275,231.8776470588
Gaillac,2012,Gai12W,G72-02-1-41,watered,1,20,5,28,LH74_H,3041,LH74,230,310,110,69.1907382303,69.1907382303,0,4457.2884012539,11.7430147059,263.4564705882
Gaillac,2012,Gai12W,G72-02-2-41,watered,2,31,17,20,LH74_H,3041,LH74,245,280,135,64.7849117529,63.3048330487,1.4800787043,5650.0657462196,11.7447916667,207.87
Gaillac,2012,Gai12R,G72-01-1-42,rainfed,1,22,6,13,HMV5405_H,3042,HMV5405,160,205,105,65.9788172736,78.9055366062,-12.9267193326,1720.8672086721,4.5010294118,261.5558823529
Gaillac,2012,Gai12R,G72-01-2-42,rainfed,2,3,10,17,HMV5405_H,3042,HMV5405,175,225,105,69.1907382303,80.2021890789,-11.0114508486,2460.6918238994,5.3317401961,216.6764705882
Gaillac,2012,Gai12R,G72-01-3-42,rainfed,3,12,21,22,HMV5405_H,3042,HMV5405,165,230,90,67.0282656168,67.0282656168,0,1644.370122631,4.0895098039,248.6976470588
Gaillac,2012,Gai12W,G72-02-1-42,watered,1,29,8,7,HMV5405_H,3042,HMV5405,240,315,125,67.0282656168,67.0282656168,0,3993.0555555556,11.9058823529,298.1647058824
Gaillac,2012,Gai12W,G72-02-2-42,watered,2,26,16,13,HMV5405_H,3042,HMV5405,265,290,135,64.7849117529,63.3048330487,1.4800787043,4497.7511244378,12.6882352941,282.1017647059
Gaillac,2012,Gai12R,G72-01-1-43,rainfed,1,21,6,3,F924_H,3043,F924,175,225,105,63.3048330487,68.1234868243,-4.8186537757,2133.7678460584,4.6170343137,216.3794117647
Gaillac,2012,Gai12R,G72-01-2-43,rainfed,2,22,15,14,F924_H,3043,F924,170,215,105,64.7849117529,81.6621384111,-16.8772266582,2220.2486678508,4.9558823529,223.2129411765
Gaillac,2012,Gai12R,G72-01-3-43,rainfed,3,19,23,20,F924_H,3043,F924,170,245,95,68.1234868243,77.7660082737,-9.6425214494,1819.7573656846,4.1752941176,229.4423529412
Gaillac,2012,Gai12W,G72-02-1-43,watered,1,36,9,27,F924_H,3043,F924,230,300,100,64.7849117529,65.9788172736,-1.1939055206,5100.3455608719,12.8104779412,251.1688235294
Gaillac,2012,Gai12W,G72-02-2-43,watered,2,11,12,21,F924_H,3043,F924,250,315,125,65.9788172736,64.7849117529,1.1939055206,5394.9511400652,NA,NA
Gaillac,2012,Gai12R,G72-01-1-44,rainfed,1,6,2,14,EZ40_H,3044,EZ40,140,180,105,64.7849117529,81.6621384111,-16.8772266582,1454.9180327869,3.6491911765,250.8176470588
Gaillac,2012,Gai12R,G72-01-2-44,rainfed,2,21,15,6,EZ40_H,3044,EZ40,135,200,105,69.1907382303,78.9055366062,-9.7147983759,1524.7584541063,3.2924019608,215.9294117647
Gaillac,2012,Gai12R,G72-01-3-44,rainfed,3,31,26,19,EZ40_H,3044,EZ40,145,205,75,69.1907382303,84.6081786292,-15.417440399,1126.9963936115,2.8609068627,253.8523529412
Gaillac,2012,Gai12W,G72-02-1-44,watered,1,16,4,25,EZ40_H,3044,EZ40,220,285,100,69.1907382303,65.9788172736,3.2119209567,4042.99847793,10.53125,260.4811764706
Gaillac,2012,Gai12W,G72-02-2-44,watered,2,9,12,6,EZ40_H,3044,EZ40,240,290,130,65.9788172736,63.3048330487,2.6739842249,5845.6399437412,11.3604166667,194.34
Gaillac,2012,Gai12R,G72-01-1-45,rainfed,1,20,5,25,W23_H,3045,W23,175,215,105,63.3048330487,68.1234868243,-4.8186537757,222.0480668757,0.5666666667,255.2
Gaillac,2012,Gai12R,G72-01-2-45,rainfed,2,6,11,14,W23_H,3045,W23,175,220,105,63.3048330487,81.6621384111,-18.3573053625,634.5177664975,1.0205882353,160.8447058824
Gaillac,2012,Gai12R,G72-01-3-45,rainfed,3,30,26,10,W23_H,3045,W23,170,215,85,65.9788172736,81.6621384111,-15.6833211376,416.6666666667,0.9761029412,234.2647058824
Gaillac,2012,Gai12W,G72-02-1-45,watered,1,21,6,3,W23_H,3045,W23,260,310,140,63.3048330487,65.9788172736,-2.6739842249,3202.3603914796,7.9074754902,246.9264705882
Gaillac,2012,Gai12W,G72-02-2-45,watered,2,3,10,21,W23_H,3045,W23,260,310,110,65.9788172736,67.0282656168,-1.0494483433,4447.9927007299,10.1944852941,229.1929411765
Gaillac,2012,Gai12R,G72-01-1-46,rainfed,1,34,9,12,Mo17_H,3046,Mo17,155,195,105,70.3468421086,83.19971632,-12.8528742114,256.4979480164,0.7466911765,291.11
Gaillac,2012,Gai12R,G72-01-2-46,rainfed,2,20,14,24,Mo17_H,3046,Mo17,170,230,105,71.7553055814,81.6621384111,-9.9068328297,920.0656352555,2.7205637255,295.6923529412
Gaillac,2012,Gai12R,G72-01-3-46,rainfed,3,25,25,1,Mo17_H,3046,Mo17,165,225,95,68.1234868243,84.6081786292,-16.4846918049,977.0114942529,2.7666666667,283.1764705882
Gaillac,2012,Gai12W,G72-02-1-46,watered,1,28,7,26,Mo17_H,3046,Mo17,255,315,125,70.3468421086,74.9190642556,-4.5722221469,4060.0393700787,12.5387867647,308.8341176471
Gaillac,2012,Gai12W,G72-02-2-46,watered,2,20,14,22,Mo17_H,3046,Mo17,245,300,120,70.3468421086,70.3468421086,0,4398.7849610271,12.8104779412,291.2276470588
Gaillac,2012,Gai12R,G72-01-1-47,rainfed,1,12,3,22,W9_H,3047,W9,170,225,105,62.0608834049,73.2949949091,-11.2341115041,451.0703363914,1.0194852941,226.0147058824
Gaillac,2012,Gai12R,G72-01-2-47,rainfed,2,34,18,11,W9_H,3047,W9,170,225,70,62.0608834049,64.7849117529,-2.724028348,805.6640625,1.6936764706,210.2211764706
Gaillac,2012,Gai12R,G72-01-3-47,rainfed,3,26,25,12,W9_H,3047,W9,160,205,70,63.3048330487,65.9788172736,-2.6739842249,554.0376442016,1.2327696078,222.5064705882
Gaillac,2012,Gai12W,G72-02-1-47,watered,1,33,9,4,W9_H,3047,W9,245,280,115,62.0608834049,63.3048330487,-1.2439496437,3891.5094339623,8.9051470588,228.8352941176
Gaillac,2012,Gai12W,G72-02-2-47,watered,2,29,17,5,W9_H,3047,W9,210,265,100,63.3048330487,63.3048330487,0,3498.1343283582,8.0514705882,230.1647058824
Gaillac,2012,Gai12R,G72-01-1-48,rainfed,1,19,5,18,EZ34_H,3048,EZ34,175,220,105,65.9788172736,74.9190642556,-8.940246982,2100,4.3297058824,206.1764705882
Gaillac,2012,Gai12R,G72-01-2-48,rainfed,2,12,12,26,EZ34_H,3048,EZ34,175,225,105,63.3048330487,64.7849117529,-1.4800787043,1786.7867867868,4.1766666667,233.7529411765
Gaillac,2012,Gai12R,G72-01-3-48,rainfed,3,1,19,6,EZ34_H,3048,EZ34,170,200,90,63.3048330487,68.1234868243,-4.8186537757,1455.2696078431,3.2085784314,220.48
Gaillac,2012,Gai12W,G72-02-1-48,watered,1,17,5,3,EZ34_H,3048,EZ34,240,300,115,63.3048330487,63.3048330487,0,4048.1832543444,10.7022058824,264.3705882353
Gaillac,2012,Gai12W,G72-02-2-48,watered,2,36,18,25,EZ34_H,3048,EZ34,240,290,115,64.7849117529,63.3048330487,1.4800787043,4239.7103658537,11.3867647059,268.5741176471
Gaillac,2012,Gai12R,G72-01-1-49,rainfed,1,31,8,15,F7025_H,3049,F7025,160,180,105,64.7849117529,85.9700180645,-21.1851063116,585.5397148676,1.1821323529,201.8876470588
Gaillac,2012,Gai12R,G72-01-2-49,rainfed,2,19,14,18,F7025_H,3049,F7025,170,215,105,64.7849117529,83.19971632,-18.4148045671,548.6641221374,1.1533823529,210.2164705882
Gaillac,2012,Gai12R,G72-01-3-49,rainfed,3,35,27,21,F7025_H,3049,F7025,150,200,80,64.7849117529,NA,NA,539.6825396825,1.1383333333,210.9264705882
Gaillac,2012,Gai12W,G72-02-1-49,watered,1,15,4,19,F7025_H,3049,F7025,255,310,100,63.3048330487,64.7849117529,-1.4800787043,3879.4241944004,9.9932598039,257.5964705882
Gaillac,2012,Gai12W,G72-02-2-49,watered,2,16,13,22,F7025_H,3049,F7025,220,295,120,63.3048330487,64.7849117529,-1.4800787043,4022.4358974359,10.6121323529,263.8235294118
Gaillac,2012,Gai12R,G72-01-1-50,rainfed,1,30,8,12,CO109_H,3050,CO109,150,205,105,63.3048330487,85.9700180645,-22.6651850159,457.3170731707,1.1523529412,251.9811764706
Gaillac,2012,Gai12R,G72-01-2-50,rainfed,2,31,17,21,CO109_H,3050,CO109,190,225,110,69.1907382303,83.19971632,-14.0089780897,NA,NA,NA
Gaillac,2012,Gai12R,G72-01-3-50,rainfed,3,32,26,22,CO109_H,3050,CO109,155,215,85,65.9788172736,NA,NA,135.3790613718,0.3048529412,225.1847058824
Gaillac,2012,Gai12W,G72-02-1-50,watered,1,22,6,12,CO109_H,3050,CO109,270,350,140,62.0608834049,64.7849117529,-2.724028348,3783.4878928387,9.6332720588,254.6135294118
Gaillac,2012,Gai12W,G72-02-2-50,watered,2,21,15,5,CO109_H,3050,CO109,250,285,115,64.7849117529,64.7849117529,0,3513.1320569465,9.8503676471,280.3870588235
Gaillac,2012,Gai12R,G72-01-1-51,rainfed,1,25,7,7,PHG83_H,3051,PHG83,160,195,105,68.1234868243,81.6621384111,-13.5386515868,1605.1912568306,4.9833823529,310.4541176471
Gaillac,2012,Gai12R,G72-01-2-51,rainfed,2,30,17,10,PHG83_H,3051,PHG83,160,200,95,67.0282656168,78.9055366062,-11.8772709893,1887.3207885305,5.6744852941,300.6635294118
Gaillac,2012,Gai12R,G72-01-3-51,rainfed,3,27,25,15,PHG83_H,3051,PHG83,155,215,85,69.1907382303,81.6621384111,-12.4714001809,1441.6058394161,3.95,274
Gaillac,2012,Gai12W,G72-02-1-51,watered,1,8,2,27,PHG83_H,3051,PHG83,250,305,130,67.0282656168,69.1907382303,-2.1624726134,4194.9472096531,11.4685661765,273.39
Gaillac,2012,Gai12W,G72-02-2-51,watered,2,28,16,27,PHG83_H,3051,PHG83,235,285,110,69.1907382303,67.0282656168,2.1624726134,3920.4030797101,11.9659926471,305.2235294118
Gaillac,2012,Gai12R,G72-01-1-52,rainfed,1,26,7,13,N25_H,3052,N25,155,200,105,71.7553055814,84.6081786292,-12.8528730478,858.4257791865,2.1762254902,253.5135294118
Gaillac,2012,Gai12R,G72-01-2-52,rainfed,2,25,16,4,N25_H,3052,N25,145,210,105,71.7553055814,81.6621384111,-9.9068328297,961.5384615385,2.28,237.12
Gaillac,2012,Gai12R,G72-01-3-52,rainfed,3,16,22,27,N25_H,3052,N25,160,190,100,69.1907382303,NA,NA,601.4492753623,1.3589215686,225.9411764706
Gaillac,2012,Gai12W,G72-02-1-52,watered,1,35,9,17,N25_H,3052,N25,245,330,115,70.3468421086,73.2949949091,-2.9481528004,3997.2899728997,9.8767156863,247.0852941176
Gaillac,2012,Gai12W,G72-02-2-52,watered,2,33,18,1,N25_H,3052,N25,250,300,110,71.7553055814,73.2949949091,-1.5396893276,NA,NA,NA
Gaillac,2012,Gai12R,G72-01-1-53,rainfed,1,1,1,5,B107_H,3053,B107,175,215,105,64.7849117529,80.2021890789,-15.4172773259,2110.8663729809,6.0375,286.02
Gaillac,2012,Gai12R,G72-01-2-53,rainfed,2,26,16,13,B107_H,3053,B107,170,220,105,70.3468421086,80.2021890789,-9.8553469702,1450.3816793893,3.9955882353,275.4852941176
Gaillac,2012,Gai12R,G72-01-3-53,rainfed,3,28,25,24,B107_H,3053,B107,160,210,100,70.3468421086,81.6621384111,-11.3152963025,979.1309319611,2.4478676471,250.0041176471
Gaillac,2012,Gai12W,G72-02-1-53,watered,1,30,8,14,B107_H,3053,B107,280,315,135,64.7849117529,67.0282656168,-2.2433538639,4614.1975308642,13.1545343137,285.0882352941
Gaillac,2012,Gai12W,G72-02-2-53,watered,2,17,14,6,B107_H,3053,B107,260,305,130,67.0282656168,68.1234868243,-1.0952212075,4574.0423098914,11.0745098039,242.1164705882
Gaillac,2012,Gai12R,G72-01-1-54,rainfed,1,35,9,15,F748_H,3054,F748,160,200,105,68.1234868243,80.2021890789,-12.0787022545,622.0023980815,1.3833333333,222.4
Gaillac,2012,Gai12R,G72-01-2-54,rainfed,2,1,10,6,F748_H,3054,F748,160,205,105,64.7849117529,83.19971632,-18.4148045671,791.8552036199,2.0444117647,258.18
Gaillac,2012,Gai12R,G72-01-3-54,rainfed,3,33,27,5,F748_H,3054,F748,130,165,75,65.9788172736,83.19971632,-17.2208990464,400.2287021155,0.9154901961,228.7417647059
Gaillac,2012,Gai12W,G72-02-1-54,watered,1,19,5,15,F748_H,3054,F748,260,315,110,69.1907382303,68.1234868243,1.0672514059,4316.9495520981,12.3160539216,285.2952941176
Gaillac,2012,Gai12W,G72-02-2-54,watered,2,15,13,15,F748_H,3054,F748,265,300,120,70.3468421086,67.0282656168,3.3185764918,5181.805319751,12.046752451,232.4817647059
Gaillac,2012,Gai12R,G72-01-1-55,rainfed,1,32,8,27,PHG86_H,3055,PHG86,165,185,105,70.3468421086,83.19971632,-12.8528742114,1304.6314416177,2.6274509804,201.3941176471
Gaillac,2012,Gai12R,G72-01-2-55,rainfed,2,35,18,18,PHG86_H,3055,PHG86,170,205,90,70.3468421086,81.6621384111,-11.3152963025,1362.7450980392,2.2962254902,168.5
Gaillac,2012,Gai12R,G72-01-3-55,rainfed,3,7,20,15,PHG86_H,3055,PHG86,150,215,90,73.2949949091,78.9055366062,-5.6105416971,1708.3333333333,2.6850980392,157.1764705882
Gaillac,2012,Gai12W,G72-02-1-55,watered,1,10,3,13,PHG86_H,3055,PHG86,250,310,130,69.1907382303,65.9788172736,3.2119209567,4610.3977844914,12.2442401961,265.5788235294
Gaillac,2012,Gai12W,G72-02-2-55,watered,2,22,15,10,PHG86_H,3055,PHG86,260,320,145,68.1234868243,65.9788172736,2.1446695508,5563.2593766508,13.6286764706,244.9764705882
Gaillac,2012,Gai12R,G72-01-1-56,rainfed,1,27,7,17,DK78371A_H,3056,DK78371A,165,210,105,68.1234868243,84.6081786292,-16.4846918049,933.1597222222,2.1310294118,228.3670588235
Gaillac,2012,Gai12R,G72-01-2-56,rainfed,2,32,17,25,DK78371A_H,3056,DK78371A,185,230,105,69.1907382303,81.6621384111,-12.4714001809,830.7573415765,2.2416911765,269.8370588235
Gaillac,2012,Gai12R,G72-01-3-56,rainfed,3,8,20,25,DK78371A_H,3056,DK78371A,180,225,85,68.1234868243,NA,NA,276.1044176707,0.7732352941,280.0517647059
